Chr	Start	End	Length	Strand	mESc.2i.RNA.DMSO.REP1	mESc.2i.RNA.DMSO.REP2	mESc.2i.RNA.DMSO.REP3	mESc.2i.RNA.RA.REP1	mESc.2i.RNA.RA.REP2	mESc.2i.RNA.RA.REP3
ENSMUSG00000082111	chr4	54866000	54867584	1585	+	1	0	0	0	0	0
ENSMUSG00000082112	chr2	174863622	174866537	1484	+	14	11	11	11	3	11
ENSMUSG00000082113	chr2	108412751	108413681	931	+	3	2	0	0	0	0
ENSMUSG00000082114	chr2	48665107	48666075	969	-	0	0	0	0	0	0
ENSMUSG00000082115	chr6	65707930	65708315	386	+	0	0	0	0	0	0
ENSMUSG00000082116	chr11	48901736	48902045	310	-	0	0	0	0	0	0
ENSMUSG00000082117	chrX	128382426	128384612	2187	-	14	13	6	21	3	31
ENSMUSG00000082118	chr6	34760631	34760827	197	-	1	1	1	1	0	1
ENSMUSG00000082119	chr4	96023002	96046902	361	-	0	0	0	0	0	0
ENSMUSG00000082120	chr6	146411848	146412129	282	-	3	4	4	3	0	2
ENSMUSG00000082121	chrX	140667302	140668124	823	-	237	216	198	160	19	129
ENSMUSG00000082122	chr4	8599780	8600729	950	-	0	1	0	2	0	0
ENSMUSG00000082123	chr10	6476934	6477242	309	+	1	0	0	0	0	0
ENSMUSG00000082125	chrX	59625268	59625989	722	+	0	1	0	0	0	0
ENSMUSG00000082126	chrX	124821772	124822435	664	+	0	0	0	0	0	0
ENSMUSG00000082127	chr2	64312802	64313014	213	-	0	0	0	0	0	0
ENSMUSG00000082128	chr4	14097213	14098058	846	+	6	1	1	2	0	0
ENSMUSG00000082129	chrX	8407448	8407560	113	-	0	0	0	0	0	0
ENSMUSG00000082130	chr16	18937494	18937782	289	+	7	8	3	7	7	26
ENSMUSG00000082131	chr11	60480186	60480567	382	-	0	0	0	0	0	0
ENSMUSG00000082132	chr2	52407489	52407771	283	+	0	0	0	0	0	0
ENSMUSG00000082133	chrX	120849420	120849821	402	+	0	0	0	1	0	0
ENSMUSG00000082134	chrX	162118136	162118514	379	+	1	0	0	0	0	0
ENSMUSG00000082135	chrX	134173421	134176855	1548	-	0	0	0	0	0	0
ENSMUSG00000082136	chr8	85876455	85876932	478	+	4	4	5	3	0	6
ENSMUSG00000082138	chr4	26520637	26521314	678	-	0	0	0	0	0	0
ENSMUSG00000082139	chrX	82486956	82488070	721	+	0	0	0	0	0	0
ENSMUSG00000082140	chr4	149602144	149602552	409	+	7	14	9	7	0	6
ENSMUSG00000082141	chr4	63011445	63014880	618	+	0	0	0	0	0	0
ENSMUSG00000082142	chr2	55892264	55892496	233	+	0	0	0	0	0	0
ENSMUSG00000082143	chr4	118659619	118660624	1006	+	0	0	3	3	0	0
ENSMUSG00000082144	chr4	98019118	98019425	308	+	0	0	0	0	0	0
ENSMUSG00000082145	chr11	70171640	70172283	644	+	1	1	0	0	0	1
ENSMUSG00000082146	chrX	11444391	11444831	441	+	0	0	0	0	0	0
ENSMUSG00000082147	chrX	37104003	37104393	391	-	0	0	0	0	0	0
ENSMUSG00000082148	chr11	60156747	60157708	962	+	2	1	2	0	0	1
ENSMUSG00000082149	chr4	136778556	136779237	682	-	1	0	1	3	1	1
ENSMUSG00000082150	chr4	146655555	146655899	345	-	0	0	0	0	0	0
ENSMUSG00000082151	chr4	8383313	8383645	333	-	2	2	1	4	0	0
ENSMUSG00000082152	chr2	75470695	75471439	745	-	95	82	61	54	9	47
ENSMUSG00000082154	chr7	111649569	111650663	1095	-	0	0	0	0	1	0
ENSMUSG00000082155	chrX	22976156	22976605	450	-	0	0	0	0	0	0
ENSMUSG00000082156	chr11	14680030	14680784	755	+	0	0	0	0	0	0
ENSMUSG00000082157	chr11	20747479	20747685	207	-	1	0	1	1	0	1
ENSMUSG00000082158	chr2	146972144	146972948	805	-	0	0	0	0	0	0
ENSMUSG00000082159	chr1	31792901	31793737	837	+	1	2	0	0	0	0
ENSMUSG00000082160	chr1	60649095	60649553	459	-	0	0	0	0	0	0
ENSMUSG00000082161	chr13	25772143	25773012	870	-	0	0	0	0	0	0
ENSMUSG00000082162	chrX	65866968	65867315	348	+	0	0	0	0	0	0
ENSMUSG00000082163	chr2	156819971	156820627	657	-	104	71	71	62	13	65
ENSMUSG00000082164	chr2	19958723	19959521	799	-	5	2	3	10	3	3
ENSMUSG00000082165	chrX	137356477	137357062	586	-	5	5	13	6	3	0
ENSMUSG00000082167	chrX	3283951	3286822	393	+	0	0	0	0	0	0
ENSMUSG00000082168	chrX	59461293	59461794	502	+	10	9	6	6	3	12
ENSMUSG00000082169	chr4	35950271	35951212	942	-	0	0	0	0	0	0
ENSMUSG00000082170	chrX	72035276	72037497	2222	-	0	0	0	0	0	0
ENSMUSG00000082171	chr11	101800815	101801213	399	+	1	0	0	5	0	2
ENSMUSG00000082172	chrX	104601233	104601547	315	-	0	0	0	0	0	0
ENSMUSG00000082173	chr4	60904609	60907325	556	+	0	0	0	0	0	0
ENSMUSG00000082174	chrX	103807242	103808114	478	+	0	0	0	0	0	0
ENSMUSG00000082175	chrX	21782296	21782649	354	-	0	0	0	0	0	0
ENSMUSG00000082176	chr4	146568985	146569320	336	-	0	0	0	0	0	1
ENSMUSG00000082177	chr17	27659518	27659786	269	+	0	0	0	0	0	0
ENSMUSG00000082178	chr13	22767529	22768838	929	+	1	5	1	2	0	1
ENSMUSG00000082179	chr4	79648235	79649292	1058	+	1	0	0	0	0	4
ENSMUSG00000082180	chr11	54760937	54761390	454	+	3	1	0	0	0	0
ENSMUSG00000082181	chr11	58209799	58210017	219	-	0	0	0	0	0	0
ENSMUSG00000082182	chrX	52564563	52579692	468	+	0	0	0	0	0	0
ENSMUSG00000082183	chr7	120467772	120468173	402	+	0	0	0	0	0	0
ENSMUSG00000082185	chr3	98624961	98625687	727	+	0	0	1	0	0	0
ENSMUSG00000082186	chr4	41115687	41116637	951	+	20	32	15	27	2	47
ENSMUSG00000082187	chr2	75660085	75660850	461	-	0	0	0	6	1	0
ENSMUSG00000082188	chrX	24639286	24642297	250	-	0	0	0	0	0	0
ENSMUSG00000082189	chrX	106584083	106587504	1824	-	1	0	1	1	0	0
ENSMUSG00000082190	chr2	71157840	71158312	473	+	0	1	0	1	0	0
ENSMUSG00000082191	chrX	99989637	99992172	573	+	0	0	0	0	0	0
ENSMUSG00000082192	chrX	47014137	47014367	231	+	0	0	0	0	0	0
ENSMUSG00000082193	chr1	14855153	14856046	894	+	6	6	7	3	2	0
ENSMUSG00000082194	chr4	46255886	46256771	1762	-	2	3	2	2	0	1
ENSMUSG00000082195	chr4	146034925	146038329	4361	+	204	163	194	240	95	155
ENSMUSG00000082196	chr2	156615548	156616139	592	-	4	7	6	7	2	4
ENSMUSG00000082197	chrX	151208996	151209981	986	+	0	0	0	1	0	0
ENSMUSG00000082198	chrX	8499612	8501108	1497	-	8	7	9	11	1	12
ENSMUSG00000082199	chr6	148209672	148210074	403	+	0	0	0	0	0	0
ENSMUSG00000082200	chr4	120573828	120574265	438	+	1	0	0	0	0	0
ENSMUSG00000082201	chr4	142147293	142147739	447	-	1	1	1	2	1	1
ENSMUSG00000082202	chrX	65569127	65569498	738	-	0	0	0	1	0	0
ENSMUSG00000082203	chr12	109678740	109679480	668	-	0	0	0	0	0	0
ENSMUSG00000082204	chrX	43889032	43889802	746	-	9	13	8	7	0	5
ENSMUSG00000082205	chrX	128703745	128704646	902	-	0	0	0	0	0	0
ENSMUSG00000082207	chr4	116618337	116619139	789	-	0	0	0	0	0	0
ENSMUSG00000082208	chrX	72704151	72704798	648	+	3	0	3	0	0	4
ENSMUSG00000082209	chr1	60760776	60761993	1218	+	3	4	0	3	0	2
ENSMUSG00000082210	chr7	107773032	107773468	437	+	8	6	9	12	2	19
ENSMUSG00000082211	chr8	22455225	22456160	647	+	0	0	0	0	0	0
ENSMUSG00000082212	chr1	66998403	67000043	1384	+	0	0	0	0	0	0
ENSMUSG00000082213	chr11	30903295	30903898	604	-	0	0	0	0	0	0
ENSMUSG00000082214	chrX	133337451	133337772	322	+	0	0	0	0	0	0
ENSMUSG00000082215	chr2	178754824	178755838	1015	-	0	0	0	0	0	0
ENSMUSG00000082216	chr4	52948302	52949253	952	-	0	0	0	0	0	0
ENSMUSG00000082217	chr6	33197328	33198099	772	-	13	5	8	9	3	6
ENSMUSG00000082218	chr2	66780615	66781107	493	+	2	4	7	0	0	1
ENSMUSG00000082219	chrX	3497262	3497525	264	-	0	0	0	0	0	0
ENSMUSG00000082220	chr4	126818523	126818732	210	-	0	0	0	0	0	1
ENSMUSG00000082221	chr4	143886595	143888040	1446	+	0	0	0	0	0	0
ENSMUSG00000082222	chrX	8607210	8607870	494	+	0	0	0	0	0	0
ENSMUSG00000082223	chrX	137869516	137869731	216	+	0	0	0	0	0	0
ENSMUSG00000082224	chrX	145761619	145763126	1508	+	0	0	0	0	0	0
ENSMUSG00000082225	chr2	87119072	87119471	400	+	0	0	0	0	0	0
ENSMUSG00000082226	chrX	57801194	57802024	831	+	2	2	2	2	0	6
ENSMUSG00000082227	chr2	87648515	87648833	595	-	0	0	0	0	0	0
ENSMUSG00000082228	chrX	66174332	66175187	856	-	0	0	0	0	0	0
ENSMUSG00000082229	chrX	100379515	100381979	2465	-	326	357	220	374	104	420
ENSMUSG00000082230	chrX	29276374	29297655	639	-	0	0	0	0	0	0
ENSMUSG00000082231	chr4	60397366	60397567	202	+	0	0	0	0	0	0
ENSMUSG00000082233	chr15	77273715	77274850	1136	-	0	0	2	7	1	6
ENSMUSG00000082234	chr10	75408040	75408432	393	-	2	1	0	3	0	1
ENSMUSG00000082235	chr2	16900448	16901458	1011	-	0	0	0	0	0	0
ENSMUSG00000082236	chr13	26991560	26991865	306	-	0	0	0	0	0	0
ENSMUSG00000082237	chr2	88104318	88104521	204	-	0	0	0	0	0	0
ENSMUSG00000082238	chr4	39210577	39211336	760	+	0	0	0	0	0	0
ENSMUSG00000082239	chr2	168243230	168244074	845	-	0	0	0	0	0	0
ENSMUSG00000082240	chrX	6719984	6720414	431	-	0	0	0	0	0	0
ENSMUSG00000082241	chr16	22295100	22295306	412	+	0	0	0	0	0	0
ENSMUSG00000082242	chr4	46432852	46433174	323	-	0	0	0	0	0	0
ENSMUSG00000082243	chr11	27407625	27408100	476	-	2	0	0	0	0	1
ENSMUSG00000082244	chrX	72401158	72401612	455	+	1	1	0	1	1	1
ENSMUSG00000082245	chrX	102336188	102337282	1095	+	0	0	1	0	0	0
ENSMUSG00000082246	chr4	140640779	140641593	815	+	8	14	13	8	1	5
ENSMUSG00000082247	chr10	6353727	6354170	444	-	43	76	37	62	22	61
ENSMUSG00000082248	chr4	146817580	146818138	559	+	7	10	6	8	4	10
ENSMUSG00000082249	chr4	116687732	116688371	640	-	0	0	0	0	0	0
ENSMUSG00000082250	chr11	48408781	48409311	531	+	0	0	0	0	0	0
ENSMUSG00000082251	chr2	36624208	36624780	573	+	0	0	0	0	0	0
ENSMUSG00000082252	chr11	79719483	79719629	147	+	0	0	0	0	0	0
ENSMUSG00000082253	chrX	53408705	53409570	866	-	1	0	3	1	0	0
ENSMUSG00000082254	chr4	31307622	31308096	475	+	0	1	1	0	0	0
ENSMUSG00000082255	chr4	11347497	11347911	415	-	0	0	0	0	0	0
ENSMUSG00000082256	chr11	63413134	63414425	707	-	0	0	0	0	0	0
ENSMUSG00000082257	chr11	55201089	55201651	429	-	0	0	0	0	0	0
ENSMUSG00000082258	chr13	112151884	112152127	244	+	0	0	0	0	0	0
ENSMUSG00000082259	chr2	99899090	99899273	184	+	0	0	0	0	0	0
ENSMUSG00000082260	chrX	112094534	112094967	782	-	16	8	10	6	3	3
ENSMUSG00000082261	chrX	132891194	132891817	624	-	0	0	0	0	0	0
ENSMUSG00000082262	chrX	68450302	68451346	1045	+	6	5	4	5	2	2
ENSMUSG00000082263	chr11	53158792	53159179	388	-	0	1	0	0	0	0
ENSMUSG00000082264	chr4	101719173	101721732	2560	-	3	2	4	1	0	1
ENSMUSG00000082265	chr5	121980572	121980904	333	-	19	23	9	30	11	35
ENSMUSG00000082266	chr11	67848540	67849212	673	-	0	0	0	0	0	0
ENSMUSG00000082267	chr4	52254584	52255328	745	+	0	1	0	0	0	0
ENSMUSG00000082268	chr13	23031068	23031941	377	-	0	0	0	0	0	0
ENSMUSG00000082269	chrX	62003576	62004433	858	-	0	0	0	0	0	0
ENSMUSG00000082270	chrX	5242490	5243344	855	+	0	0	0	0	0	0
ENSMUSG00000082271	chr11	53715692	53717070	696	+	0	0	0	0	0	1
ENSMUSG00000082272	chr11	111137414	111138245	832	+	0	1	0	1	3	0
ENSMUSG00000082273	chrX	95204584	95205030	447	-	0	0	0	0	0	0
ENSMUSG00000082274	chr2	128994436	128996224	1789	+	14	5	5	3	2	4
ENSMUSG00000082275	chrX	102902305	102903145	841	+	0	0	0	0	0	0
ENSMUSG00000082276	chr2	104423752	104423938	187	-	2	3	1	1	0	0
ENSMUSG00000082277	chr16	14037829	14038954	1126	-	0	2	1	1	0	2
ENSMUSG00000082278	chr2	47995666	47996098	433	+	0	0	0	0	0	0
ENSMUSG00000082279	chr4	107000089	107001104	1016	-	4	0	1	2	2	0
ENSMUSG00000082280	chr8	78235499	78237095	1597	-	0	3	2	3	0	1
ENSMUSG00000082281	chr7	111122073	111125621	1176	-	0	0	0	0	0	0
ENSMUSG00000082283	chr2	153239585	153239866	282	+	0	0	0	0	0	0
ENSMUSG00000082284	chrX	99019854	99020263	410	+	0	0	0	0	0	0
ENSMUSG00000082285	chr2	139001633	139001861	229	-	0	0	0	0	0	0
ENSMUSG00000082286	chr11	3025907	3031007	3278	+	865	823	636	1185	250	884
ENSMUSG00000082287	chr18	39501255	39501618	364	-	0	0	0	0	0	0
ENSMUSG00000082288	chrX	72003878	72004261	384	-	1	0	0	0	0	0
ENSMUSG00000082289	chr6	18106337	18107120	784	-	0	0	1	1	0	0
ENSMUSG00000082290	chr2	176386915	176387205	291	-	0	0	0	0	0	0
ENSMUSG00000082291	chrX	138457889	138458146	258	-	0	0	0	0	0	0
ENSMUSG00000082292	chr11	57997345	58003700	3976	+	8	13	4	9	1	6
ENSMUSG00000082294	chr11	26745107	26745457	351	+	0	0	0	0	0	0
ENSMUSG00000082295	chr11	40236196	40236856	661	-	0	0	0	0	0	0
ENSMUSG00000082296	chr2	162631326	162631658	333	+	2	1	4	2	0	2
ENSMUSG00000082297	chrX	34918352	34922314	648	+	0	0	0	0	0	0
ENSMUSG00000082299	chrX	145031379	145033140	1762	+	0	0	0	0	0	0
ENSMUSG00000082301	chr2	55144476	55145501	1026	+	0	1	1	0	0	0
ENSMUSG00000082302	chr4	39714651	39715445	795	+	0	0	0	0	0	0
ENSMUSG00000082303	chr2	70694746	70695643	898	+	0	0	0	0	0	0
ENSMUSG00000082304	chr11	79184759	79185732	974	-	0	1	2	3	0	0
ENSMUSG00000082305	chr5	33067000	33078842	1551	+	0	4	0	4	0	1
ENSMUSG00000082306	chr13	27423297	27426342	492	+	0	0	0	0	0	0
ENSMUSG00000082307	chr2	24349588	24350531	944	+	0	1	0	0	0	0
ENSMUSG00000082308	chr5	143614295	143614878	584	-	0	0	0	0	0	0
ENSMUSG00000082309	chr11	35136701	35137172	472	-	0	0	0	0	0	0
ENSMUSG00000082310	chr4	123515347	123516745	1399	+	1	0	0	0	0	0
ENSMUSG00000082311	chrX	86304715	86305880	1166	-	0	0	0	0	0	0
ENSMUSG00000082312	chr11	10139340	10140254	915	+	2	0	0	0	0	0
ENSMUSG00000082313	chr2	144189863	144191363	1142	-	13	9	9	7	3	7
ENSMUSG00000082314	chr2	11341849	11342863	1015	+	0	1	1	0	0	1
ENSMUSG00000082315	chr2	39016771	39017509	559	-	9	10	11	18	4	25
ENSMUSG00000082316	chr13	23309129	23310212	1084	+	0	0	0	0	0	0
ENSMUSG00000082317	chrX	93554043	93555020	481	-	0	0	0	0	0	0
ENSMUSG00000082318	chr2	152571419	152572043	1060	+	2	1	0	5	2	3
ENSMUSG00000082319	chrX	79065723	79068069	2944	-	5	2	2	4	0	1
ENSMUSG00000082320	chr4	19225480	19226331	852	+	3	0	3	1	0	1
ENSMUSG00000082321	chr2	156172938	156173576	639	-	0	0	0	0	0	0
ENSMUSG00000082322	chrX	101082983	101084084	1008	-	6	9	7	4	1	4
ENSMUSG00000082323	chr8	22709440	22711998	2559	+	0	0	0	0	0	0
ENSMUSG00000082324	chrX	39481372	39483900	1816	-	0	2	1	3	0	0
ENSMUSG00000082325	chr4	92932104	92932979	876	-	12	15	7	10	0	3
ENSMUSG00000082326	chrX	5185690	5187985	730	-	0	0	0	0	0	0
ENSMUSG00000082327	chr2	95973592	95973751	160	+	0	0	0	0	0	0
ENSMUSG00000082328	chr2	102014447	102014909	463	+	0	2	0	1	0	1
ENSMUSG00000082329	chr2	157354605	157354721	117	-	0	0	0	0	0	0
ENSMUSG00000082330	chr2	59972112	59973106	995	+	0	1	0	0	0	0
ENSMUSG00000082331	chr2	138448350	138448658	309	-	0	0	0	0	0	0
ENSMUSG00000082332	chr2	6053254	6055002	1344	-	8	4	8	13	4	3
ENSMUSG00000082333	chr11	6761542	6762307	766	-	0	0	0	0	0	0
ENSMUSG00000082334	chr4	145335649	145337304	1446	+	4	0	3	2	2	0
ENSMUSG00000082336	chrX	67770952	67772690	1739	+	0	0	0	0	0	0
ENSMUSG00000082337	chrX	68980847	68981061	215	+	0	0	0	0	0	0
ENSMUSG00000082338	chr11	73455288	73458657	1168	+	0	0	0	0	0	0
ENSMUSG00000082339	chr2	128778708	128779186	479	-	0	0	0	0	0	0
ENSMUSG00000082340	chr13	23023167	23024068	902	-	0	0	0	0	0	0
ENSMUSG00000082341	chr2	150759269	150759625	357	+	0	4	3	3	0	6
ENSMUSG00000082342	chrX	148089731	148090645	915	+	1	5	2	3	0	5
ENSMUSG00000082343	chr2	177204607	177207641	1660	-	1	0	0	0	0	2
ENSMUSG00000082344	chr11	99544932	99545054	123	-	0	0	0	0	0	0
ENSMUSG00000082345	chr2	69575414	69575846	433	-	4	5	2	1	0	0
ENSMUSG00000082346	chrX	77442420	77442578	159	-	0	0	0	0	0	0
ENSMUSG00000082347	chrX	46518085	46518484	400	+	0	0	0	0	0	0
ENSMUSG00000082348	chr4	110185376	110186337	962	-	4	4	1	1	0	1
ENSMUSG00000082349	chrX	72856529	72856856	328	+	0	0	0	0	0	2
ENSMUSG00000082350	chr2	128413631	128413904	274	-	1	0	0	0	0	0
ENSMUSG00000082351	chr4	77879890	77880831	942	+	0	0	0	0	0	0
ENSMUSG00000082352	chr4	145164431	145165064	634	+	117	125	116	109	29	59
ENSMUSG00000082353	chr2	174416731	174417303	573	+	0	0	0	0	0	0
ENSMUSG00000082354	chrX	105601027	105602107	820	+	1	1	0	0	0	0
ENSMUSG00000082355	chrX	122464378	122464776	399	-	0	0	0	0	0	0
ENSMUSG00000082356	chr9	120294029	120294455	427	+	0	0	0	0	0	1
ENSMUSG00000082357	chr2	25850067	25850703	637	-	15	8	2	11	2	16
ENSMUSG00000082358	chrX	132965270	132965714	445	+	0	0	0	0	0	0
ENSMUSG00000082359	chr4	28413262	28413608	347	-	0	0	0	0	0	0
ENSMUSG00000082360	chrX	163466834	163467368	535	-	0	1	3	4	0	11
ENSMUSG00000082361	chr5	91786287	91831939	2795	-	0	1	0	1	0	1
ENSMUSG00000082362	chr12	108443286	108444276	991	-	4	1	3	5	0	0
ENSMUSG00000082363	chr4	61535734	61544330	531	-	0	0	0	0	0	0
ENSMUSG00000082364	chr11	4007758	4008227	470	+	0	0	0	2	0	0
ENSMUSG00000082365	chr5	118952849	118953326	478	+	6	6	6	4	4	2
ENSMUSG00000082366	chrX	3466210	3467077	868	-	0	0	0	0	0	0
ENSMUSG00000082367	chr4	34790234	34790901	668	+	0	0	0	0	0	0
ENSMUSG00000082368	chr4	69708191	69709239	1049	+	0	1	1	1	0	0
ENSMUSG00000082369	chr2	119334288	119334965	678	-	0	1	0	0	0	0
ENSMUSG00000082370	chr11	70240055	70240475	421	+	1	0	0	0	0	0
ENSMUSG00000082371	chrX	92515158	92517228	2071	-	0	0	0	0	0	0
ENSMUSG00000082372	chrX	77148063	77148905	843	-	0	0	0	0	0	0
ENSMUSG00000082373	chr1	63964422	63982506	1016	+	0	0	0	0	0	0
ENSMUSG00000082374	chr4	108404347	108404902	556	+	1	1	2	0	0	1
ENSMUSG00000082375	chr2	150817918	150818700	783	+	5	1	3	0	0	3
ENSMUSG00000082376	chr2	175053677	175056792	1736	-	23	39	24	21	6	16
ENSMUSG00000082377	chr2	176888269	176891193	1578	-	25	20	20	20	10	14
ENSMUSG00000082378	chr11	74111653	74112575	923	-	0	0	0	0	0	0
ENSMUSG00000082379	chr2	104396818	104397646	829	+	2	0	2	1	0	1
ENSMUSG00000082380	chr11	53716259	53716657	399	-	0	2	0	1	0	2
ENSMUSG00000082381	chr4	126153971	126154543	573	-	0	1	0	0	0	0
ENSMUSG00000082382	chrX	123981094	123981448	355	-	1	1	0	0	0	1
ENSMUSG00000082383	chrX	100702594	100702929	336	+	0	0	1	1	0	1
ENSMUSG00000082384	chr4	48820009	48820263	184	+	5	6	2	4	3	11
ENSMUSG00000082386	chrX	121070883	121071284	402	+	0	0	0	0	0	0
ENSMUSG00000082387	chr16	37797934	37798375	442	-	0	1	0	0	0	0
ENSMUSG00000082388	chr4	97901436	97901981	546	-	1	0	0	0	0	0
ENSMUSG00000082389	chr5	89267034	89268427	1394	-	4	2	2	1	1	2
ENSMUSG00000082390	chr11	40382819	40384027	1209	-	4	6	3	5	0	4
ENSMUSG00000082392	chrX	110080698	110081640	943	+	0	0	0	0	0	0
ENSMUSG00000082393	chrX	20419231	20419600	370	-	0	0	0	0	0	0
ENSMUSG00000082394	chr3	116231055	116231496	442	-	0	0	0	0	0	0
ENSMUSG00000082395	chr1	181468548	181469066	519	+	0	0	0	0	0	0
ENSMUSG00000082396	chr13	21596251	21596925	675	-	3	1	1	4	0	2
ENSMUSG00000082397	chrX	94130029	94130563	361	-	0	0	0	0	0	0
ENSMUSG00000082398	chr4	32138713	32139889	759	+	0	0	0	0	0	0
ENSMUSG00000082399	chr2	134629685	134630164	480	+	0	0	1	0	0	0
ENSMUSG00000082400	chr7	86557196	86557403	208	-	0	0	0	0	0	0
ENSMUSG00000082401	chr18	74463178	74463585	408	-	0	0	0	0	0	0
ENSMUSG00000082402	chr5	124922436	124922799	364	+	0	3	0	0	0	1
ENSMUSG00000082403	chrX	115000628	115000831	204	-	0	0	0	0	0	0
ENSMUSG00000082404	chrX	7619591	7620019	429	-	0	0	0	0	0	0
ENSMUSG00000082405	chr11	73039550	73039768	219	-	0	0	1	0	0	0
ENSMUSG00000082406	chrX	91853558	91854035	365	-	0	0	0	0	0	0
ENSMUSG00000082407	chr4	142992247	142993316	712	+	0	0	0	0	0	0
ENSMUSG00000082408	chr2	58190758	58191239	482	+	1	1	3	0	0	0
ENSMUSG00000082410	chr11	16136932	16137549	618	+	0	0	0	0	0	0
ENSMUSG00000082411	chr11	17538506	17539186	681	-	0	0	0	0	0	0
ENSMUSG00000082412	chr2	141664525	141665075	252	+	0	0	0	0	0	0
ENSMUSG00000082413	chr2	29353732	29354022	291	+	1	0	0	2	0	3
ENSMUSG00000082414	chr4	41896152	41897435	1284	-	0	0	0	0	0	0
ENSMUSG00000082415	chr3	101010782	101011322	541	-	1	0	1	3	0	0
ENSMUSG00000082416	chr4	83146403	83146665	263	-	0	0	0	0	0	1
ENSMUSG00000082417	chr2	87387050	87387359	310	-	3	0	1	0	0	0
ENSMUSG00000082418	chr4	144135409	144138471	3063	-	0	1	1	2	0	0
ENSMUSG00000082419	chr11	82841002	82841499	990	-	0	0	0	0	0	0
ENSMUSG00000082420	chr5	67281603	67282123	521	+	4	4	1	1	0	0
ENSMUSG00000082421	chrX	133118403	133119032	630	-	0	0	0	0	0	0
ENSMUSG00000082422	chrX	86685514	86686234	721	-	0	0	0	0	0	0
ENSMUSG00000082423	chrX	147927657	147927812	156	-	3	3	0	4	0	0
ENSMUSG00000082424	chr2	11330657	11331658	1999	-	3	3	0	1	0	0
ENSMUSG00000082425	chr4	61195262	61198005	545	+	0	0	0	0	0	0
ENSMUSG00000082426	chrX	44740197	44741162	966	-	0	0	0	0	0	0
ENSMUSG00000082427	chrX	72007352	72008218	867	-	0	0	0	0	0	0
ENSMUSG00000082428	chr2	87480494	87480950	457	-	0	0	0	0	0	0
ENSMUSG00000082429	chr4	154876425	154876815	391	-	0	0	1	0	0	0
ENSMUSG00000082430	chr2	111950469	111951413	945	-	0	0	0	0	0	0
ENSMUSG00000082431	chr1	101687006	101687602	597	-	3	1	0	2	1	2
ENSMUSG00000082432	chr4	71339047	71340752	1706	+	1	0	1	2	2	1
ENSMUSG00000082433	chr13	112672601	112674385	1568	-	0	0	0	0	0	1
ENSMUSG00000082434	chrX	17490108	17490944	837	-	0	0	0	0	0	0
ENSMUSG00000082435	chr2	100247650	100248436	787	-	0	0	0	0	0	0
ENSMUSG00000082436	chr2	144086970	144087277	308	-	154	149	121	175	34	154
ENSMUSG00000082437	chr10	23741035	23741567	533	+	2	2	0	1	2	0
ENSMUSG00000082438	chr5	89168272	89168754	483	-	0	1	0	0	0	0
ENSMUSG00000082440	chrX	112062522	112062980	459	+	0	0	0	0	0	1
ENSMUSG00000082441	chrX	53051449	53070080	468	+	0	0	0	0	0	0
ENSMUSG00000082442	chr4	99085464	99085860	397	+	0	0	0	0	0	0
ENSMUSG00000082443	chr4	87226693	87227464	380	+	0	0	0	0	0	0
ENSMUSG00000082444	chrX	73602166	73602469	304	+	0	0	0	0	0	0
ENSMUSG00000082446	chr6	34770204	34770899	602	-	0	0	0	0	0	0
ENSMUSG00000082447	chrX	71756285	71756869	585	+	0	0	0	0	0	1
ENSMUSG00000082448	chr11	111474131	111474620	490	-	0	0	0	0	0	0
ENSMUSG00000082449	chrX	157152128	157152257	130	+	0	0	0	0	0	0
ENSMUSG00000082450	chrX	83643543	83644583	1041	-	2	1	0	0	1	0
ENSMUSG00000082451	chr4	25346496	25346823	328	+	0	0	0	0	0	0
ENSMUSG00000082452	chrX	166515832	166516203	192	-	0	0	0	0	0	0
ENSMUSG00000082453	chr11	93512073	93513283	1211	+	0	0	0	0	0	0
ENSMUSG00000082454	chr11	48565369	48567216	1848	-	74	80	64	74	19	37
ENSMUSG00000082455	chr2	72954796	72955332	1065	+	7	5	4	4	0	2
ENSMUSG00000082456	chr11	100104587	100104943	357	+	1	1	4	0	2	2
ENSMUSG00000082457	chr2	91556316	91557576	1261	-	0	0	0	0	0	0
ENSMUSG00000082458	chrX	8239428	8240954	1527	-	2	1	1	4	2	0
ENSMUSG00000082459	chr11	8012366	8014097	1069	-	0	0	0	0	0	0
ENSMUSG00000082460	chr2	83378692	83378832	141	-	0	0	0	0	0	0
ENSMUSG00000082461	chrX	83561422	83564035	2614	+	0	1	2	1	0	0
ENSMUSG00000082462	chrX	150633297	150633779	483	-	0	0	0	0	0	0
ENSMUSG00000082463	chr14	45831198	45832107	910	+	0	0	0	0	0	0
ENSMUSG00000082464	chrX	102677437	102678042	606	+	0	0	0	0	0	0
ENSMUSG00000082465	chr9	53497639	53498388	750	-	0	2	4	0	2	4
ENSMUSG00000082466	chr2	138279614	138280060	447	-	0	0	1	0	0	0
ENSMUSG00000082467	chrX	59083685	59084750	1066	+	1	0	1	2	0	2
ENSMUSG00000082468	chr4	129057088	129057423	336	+	5	3	1	1	0	1
ENSMUSG00000082469	chr4	143363143	143367791	3578	-	4	3	4	5	1	3
ENSMUSG00000082470	chr8	22583723	22583893	171	+	0	0	0	0	0	0
ENSMUSG00000082472	chr2	53256543	53257521	979	-	1	0	0	0	0	0
